Date,Directorate,Beneficiary,Summary,Amount,Merchant Category,Supplier Number
16/08/2021,Healthcare,Gerald Eve LLP,Maintenance,442.82,Office Supplies,S567
16/08/2021,Education,Novum Live Limited,Project Management,238.84,Food & Drink Purchases,S829
16/08/2021,Community Services,Acoustic 1 Ltd,Project Management,115.21,Travel Expenses,S586
16/08/2021,Housing,Your Support Services Limited,Equipment Purchase,468.18,Utilities,S675
17/08/2021,Housing,Just Call 4 Care Services Ltd,Maintenance,249.41,Travel Expenses,S577
17/08/2021,Healthcare,Report Assist,Project Management,478.61,Consulting,S420
17/08/2021,Healthcare,Coram Life Education Trading,Consultation,144.28,Utilities,S154
17/08/2021,Infrastructure,Gemeente Rotterdam,Maintenance,191.34,Travel Expenses,S633
17/08/2021,Healthcare,YHA (England And Wales) Ltd,Consultation,437.07,Office Supplies,S207
17/08/2021,Healthcare,Netsupport Software Ltd,Maintenance,302.97,Food & Drink Purchases,S659
17/08/2021,Healthcare,Medi-Plinth Equipment Limited,Training,216.88,Utilities,S762
17/08/2021,Healthcare,Chain Products Limited,Project Management,280.01,Travel Expenses,S803
18/08/2021,Healthcare,Jenni Waugh Consulting Ltd,Consultation,236.06,Consulting,S795
18/08/2021,Housing,St Thomas Aquinas Catholic Multi Academy Trust,Maintenance,176.76,Food & Drink Purchases,S173
18/08/2021,Housing,Insight Management Services Info Go,Training,204.17,Utilities,S445
18/08/2021,Infrastructure,Worcestershire County Council,Maintenance,440.11,Food & Drink Purchases,S459
18/08/2021,Healthcare,International Synergies Ltd,Project Management,191.68,Utilities,S334
18/08/2021,Healthcare,Seven Up,Consultation,127.72,Office Supplies,S594
18/08/2021,Infrastructure,Greenfields Education Limited,Equipment Purchase,190.58,Consulting,S591
19/08/2021,Housing,Raymer Enterprises Ltd,Maintenance,376.59,Office Supplies,S349
19/08/2021,Healthcare,DHL Supply Chain Ltd,Maintenance,410.46,Utilities,S493
19/08/2021,Healthcare,Reclamations Limited,Consultation,361.21,Travel Expenses,S766
19/08/2021,Infrastructure,Mapleshire Schools Partnership Ltd,Training,306.37,Office Supplies,S561
19/08/2021,Healthcare,Blackwell Adventure,Training,114.1,Travel Expenses,S606
19/08/2021,Housing,Judicium Consulting Limited,Training,241.92,Consulting,S304
19/08/2021,Community Services,First Response (First Aid) Ltd,Maintenance,498.33,Consulting,S590
19/08/2021,Community Services,Ductbusters Ltd,Project Management,377.79,Travel Expenses,S807
20/08/2021,Community Services,Fleet (Line Markers) Limited,Consultation,125.67,Utilities,S905
20/08/2021,Housing,Contracts Property Maintenance Ltd,Consultation,424.57,Travel Expenses,S511
20/08/2021,Infrastructure,Shield Environmental Services Limited,Training,274.93,Consulting,S651
20/08/2021,Education,Stephen George + Partners LLP,Maintenance,449.02,Utilities,S573
20/08/2021,Healthcare,Cloud Design Box Ltd,Maintenance,209.53,Office Supplies,S417
20/08/2021,Education,Beechwood Fire Ltd,Maintenance,253.7,Utilities,S877
20/08/2021,Community Services,Ccs Media Ltd,Consultation,316.63,Office Supplies,S638
20/08/2021,Infrastructure,Nudge Education Ltd,Equipment Purchase,440.93,Travel Expenses,S614
21/08/2021,Community Services,New Spring Street Nursery,Training,116.89,Consulting,S269
21/08/2021,Community Services,Spot-On Healthcare Ltd,Equipment Purchase,494.32,Travel Expenses,S136
21/08/2021,Education,Ebm Office Centre Ltd,Project Management,188.16,Office Supplies,S647
21/08/2021,Healthcare,New English Teas Limited,Project Management,228.2,Travel Expenses,S515
21/08/2021,Education,Kiwa Limited,Equipment Purchase,455.12,Food & Drink Purchases,S375
21/08/2021,Infrastructure,Tudor Environmental,Project Management,421.93,Office Supplies,S623
21/08/2021,Healthcare,High Speed Two (HS2) Ltd,Equipment Purchase,301.77,Office Supplies,S873
22/08/2021,Housing,Coney Green Drive Allotment Assoc,Project Management,170.56,Office Supplies,S482
22/08/2021,Infrastructure,Young At Heart,Equipment Purchase,132.18,Travel Expenses,S695
22/08/2021,Healthcare,Black Heritage Support Service CIC,Maintenance,310.38,Food & Drink Purchases,S590
22/08/2021,Education,Winchmore Tutors Ltd,Equipment Purchase,359.32,Utilities,S805
22/08/2021,Healthcare,Gallagher Bassett International Ltd,Project Management,449.97,Food & Drink Purchases,S491
22/08/2021,Education,St Martins Nursing Home,Consultation,470.65,Travel Expenses,S574
22/08/2021,Community Services,Eversden & Pulham Limited,Project Management,327.37,Food & Drink Purchases,S744
22/08/2021,Community Services,1st Aid At Work Training Services,Equipment Purchase,338.88,Travel Expenses,S415
23/08/2021,Healthcare,Clarkeprint Ltd,Equipment Purchase,332.08,Food & Drink Purchases,S322
23/08/2021,Community Services,Blue Orchid Enterprise Solutions Limited,Training,308.37,Travel Expenses,S340
23/08/2021,Community Services,Merlin Catering & Refrigeration Ltd,Training,128.11,Consulting,S569
23/08/2021,Infrastructure,Southon Associates Ltd,Maintenance,319.51,Travel Expenses,S951
23/08/2021,Infrastructure,Inform CPI Ltd,Project Management,264.91,Office Supplies,S215
23/08/2021,Housing,CACI Ltd,Consultation,239.21,Travel Expenses,S814
23/08/2021,Infrastructure,Regency Asset Management Ltd,Consultation,302.68,Travel Expenses,S441
23/08/2021,Education,Anomaly Interactive Ltd,Training,470.19,Travel Expenses,S115
24/08/2021,Education,Paragon Education Recruitment Ltd,Project Management,478.4,Office Supplies,S955
24/08/2021,Housing,Norton Industrial Doors Ltd,Maintenance,75.52,Office Supplies,S274
24/08/2021,Community Services,Realtimeboard Inc dba Miro,Training,122.4,Food & Drink Purchases,S654
24/08/2021,Education,Sampad South Asian Arts,Project Management,270.77,Travel Expenses,S251
24/08/2021,Healthcare,KH Photography Ltd,Project Management,433.56,Food & Drink Purchases,S289
24/08/2021,Healthcare,Housemark Ltd,Equipment Purchase,486.45,Office Supplies,S892
24/08/2021,Community Services,Cheshire West & Chester Council,Maintenance,393.8,Food & Drink Purchases,S450
25/08/2021,Infrastructure,Homes Together Ltd,Equipment Purchase,358.33,Food & Drink Purchases,S890
25/08/2021,Healthcare,Glenlake International Limited,Consultation,262.83,Travel Expenses,S505
25/08/2021,Infrastructure,Bentham Ltd,Equipment Purchase,397.33,Food & Drink Purchases,S706
25/08/2021,Healthcare,Burges Salmon LLP,Equipment Purchase,394.14,Consulting,S823
25/08/2021,Education,Smart Women Community Interest Company,Maintenance,474.56,Office Supplies,S629
25/08/2021,Infrastructure,Amba Care Solutions Community Interest Company,Equipment Purchase,431.37,Consulting,S807
25/08/2021,Infrastructure,Digital Id Ltd,Consultation,319.22,Travel Expenses,S308
25/08/2021,Housing,Sutton Coldfield Young Men's Chris Assoc,Consultation,263.9,Utilities,S846
26/08/2021,Housing,Merlin Industrial Products Ltd,Consultation,356.14,Travel Expenses,S105
26/08/2021,Housing,Switch180,Equipment Purchase,203.6,Consulting,S927
26/08/2021,Healthcare,Mashiah House Ltd,Project Management,486.64,Food & Drink Purchases,S150
26/08/2021,Community Services,KSB Recruitment Consultants Limited,Training,245.11,Office Supplies,S887
26/08/2021,Infrastructure,Shared Lives Plus Ltd,Maintenance,213.33,Consulting,S653
26/08/2021,Healthcare,Bold Communications Ltd,Equipment Purchase,390.45,Consulting,S142
26/08/2021,Community Services,Vbh (Gb) Ltd,Maintenance,154.15,Office Supplies,S501
27/08/2021,Infrastructure,Bss & Associates Ltd,Equipment Purchase,228.22,Office Supplies,S686
27/08/2021,Housing,Hall Green Carpets,Consultation,97.23,Travel Expenses,S518
27/08/2021,Education,Atkey Solutions Ltd,Equipment Purchase,413.17,Travel Expenses,S110
27/08/2021,Housing,Specialist Wildlife Services,Equipment Purchase,374.98,Travel Expenses,S854
27/08/2021,Housing,Pathway for Care Limited,Consultation,468.53,Food & Drink Purchases,S856
27/08/2021,Education,STP Pest Control Limited,Training,413.87,Consulting,S548
27/08/2021,Community Services,Merevale House Residential Home,Consultation,477.99,Consulting,S597
27/08/2021,Housing,The Skills Network,Equipment Purchase,75.11,Consulting,S795
28/08/2021,Infrastructure,Height Lift & Shift Ltd,Equipment Purchase,375.7,Consulting,S837
28/08/2021,Infrastructure,Bm3 Architecture Ltd,Maintenance,491.51,Consulting,S621
28/08/2021,Infrastructure,Black Country Museum Trust Ltd,Training,348.14,Consulting,S967
28/08/2021,Education,Beechcroft Tennis and Multi-Sports Community Club,Training,424.7,Travel Expenses,S826
28/08/2021,Healthcare,Coram Beanstalk,Training,297.37,Travel Expenses,S727
28/08/2021,Community Services,Block N Mesh Global Ltd,Project Management,317.19,Utilities,S685
28/08/2021,Community Services,Empowering Learning Ltd,Equipment Purchase,349.23,Utilities,S276
28/08/2021,Education,Airtech Optimise Ltd,Maintenance,483.97,Food & Drink Purchases,S162
29/08/2021,Community Services,The Retrofit Academy Community Interest Company,Equipment Purchase,199.74,Consulting,S567
29/08/2021,Infrastructure,Savills Commercial Limited,Maintenance,206.0,Consulting,S960
29/08/2021,Healthcare,Royal Masonic Benevolent Institute,Consultation,243.84,Utilities,S747
29/08/2021,Housing,Mapleshire Catholic Primary Partnership,Equipment Purchase,494.95,Office Supplies,S753
29/08/2021,Infrastructure,CAFLO,Maintenance,201.66,Travel Expenses,S318
29/08/2021,Education,Mapleshire Museums Trust,Equipment Purchase,190.59,Travel Expenses,S248
29/08/2021,Housing,University of Warwick,Maintenance,371.56,Travel Expenses,S624
30/08/2021,Education,Gbm Digital Technologies Ltd,Consultation,332.6,Office Supplies,S493
30/08/2021,Education,Precision Facades Ltd,Consultation,418.16,Travel Expenses,S309
30/08/2021,Healthcare,Trust Hygiene Services Ltd,Consultation,386.7,Utilities,S736
30/08/2021,Education,Refurb Solutions Ltd,Equipment Purchase,314.89,Travel Expenses,S747
30/08/2021,Housing,Alarm Response & Keyholding Ltd,Project Management,476.0,Travel Expenses,S658
30/08/2021,Healthcare,Healthcare Monitors UK Ltd,Equipment Purchase,478.07,Office Supplies,S570
30/08/2021,Education,Vaults Fire & Security Ltd,Training,160.31,Food & Drink Purchases,S114
30/08/2021,Education,J Jones Electrical & Facility Services Limited,Training,217.74,Office Supplies,S450
31/08/2021,Housing,The Inkdrop,Training,488.33,Food & Drink Purchases,S468
31/08/2021,Education,Mapleshire Community Hosting Network,Equipment Purchase,263.79,Travel Expenses,S846
31/08/2021,Education,Food At The Hare Ltd,Consultation,100.73,Food & Drink Purchases,S991
31/08/2021,Education,Sunny Bank Road Allotment Assn,Maintenance,90.43,Travel Expenses,S907
31/08/2021,Community Services,Real Group (UK) Ltd,Maintenance,377.7,Food & Drink Purchases,S406
31/08/2021,Infrastructure,Bradford District Credit Union,Project Management,444.72,Travel Expenses,S389
31/08/2021,Infrastructure,Macc Care Ltd,Equipment Purchase,293.85,Office Supplies,S418
31/08/2021,Healthcare,David Banks Elec Contractors Ltd,Maintenance,304.36,Utilities,S367
01/09/2021,Healthcare,School Tools Ltd,Project Management,350.04,Consulting,S515
01/09/2021,Community Services,Stone King Sewell LLP,Maintenance,260.44,Utilities,S907
01/09/2021,Education,Digital Id Ltd,Maintenance,173.04,Consulting,S459
01/09/2021,Education,Community First Credit Union Ltd,Maintenance,78.84,Consulting,S855
01/09/2021,Infrastructure,Intervention Architecture Ltd,Training,188.43,Food & Drink Purchases,S466
01/09/2021,Community Services,Learn To Work,Maintenance,420.63,Utilities,S457
01/09/2021,Infrastructure, Care Ltd,Equipment Purchase,493.09,Travel Expenses,S712
02/09/2021,Infrastructure,Smith's Wood Primary Academy Limited,Training,443.5,Office Supplies,S465
02/09/2021,Healthcare,Iic Products Ltd,Training,360.02,Consulting,S191
02/09/2021,Education,Plan B Management Solutions Limited,Maintenance,219.59,Utilities,S606
02/09/2021,Community Services,Back2 International Limited,Maintenance,444.3,Travel Expenses,S568
02/09/2021,Healthcare,Just Teachers Ltd,Project Management,104.39,Utilities,S406
02/09/2021,Community Services,3PB Barristers,Maintenance,224.04,Office Supplies,S253
02/09/2021,Infrastructure,Flick Learning Ltd,Project Management,450.91,Travel Expenses,S247
02/09/2021,Community Services,Cobleys Solicitors Ltd,Project Management,395.16,Food & Drink Purchases,S200
03/09/2021,Housing,Covergold Ltd,Consultation,126.59,Travel Expenses,S104
03/09/2021,Community Services,Treasured Memories,Consultation,321.61,Travel Expenses,S819
03/09/2021,Community Services,Select Private Hire Ltd,Project Management,332.63,Consulting,S276
03/09/2021,Education,Complete Refreshment Solutions,Maintenance,387.49,Consulting,S788
03/09/2021,Education,Nottingham Rehab Limited,Training,127.64,Food & Drink Purchases,S910
03/09/2021,Healthcare,Midland Cool Ltd,Maintenance,368.71,Office Supplies,S857
03/09/2021,Healthcare,Action LGV PCV Training Limited,Maintenance,81.46,Food & Drink Purchases,S181
03/09/2021,Housing,George Dixon Academy,Equipment Purchase,75.98,Consulting,S740
04/09/2021,Healthcare,West Midlands Police,Training,310.12,Utilities,S577
04/09/2021,Community Services,Jacksons Garden Supplies Ltd,Consultation,377.9,Food & Drink Purchases,S911
04/09/2021,Healthcare,PYTCH Agency Limited,Training,155.04,Consulting,S328
04/09/2021,Education,Inspiration Lifestyle Services Ltd,Consultation,117.75,Office Supplies,S321
04/09/2021,Healthcare,Mapleshire Hippodrome Theatre Trust Limited,Maintenance,65.56,Consulting,S357
04/09/2021,Healthcare,Blakedown Sport & Play Limited,Training,363.32,Consulting,S124
04/09/2021,Community Services,CDST LTD,Project Management,288.92,Consulting,S718
05/09/2021,Community Services,Shesh Tech,Equipment Purchase,290.81,Food & Drink Purchases,S593
05/09/2021,Housing,Westcountry Corporate Limited,Equipment Purchase,351.14,Utilities,S574
05/09/2021,Community Services,Birdie Care Services Limited,Project Management,276.01,Travel Expenses,S993
05/09/2021,Healthcare,Service Express Europe Ltd,Equipment Purchase,71.52,Office Supplies,S659
05/09/2021,Education,Graphic Ad,Equipment Purchase,366.6,Travel Expenses,S737
05/09/2021,Education,Education Personnel Management Ltd,Training,309.03,Travel Expenses,S943
05/09/2021,Housing,Envtec Services Ltd,Maintenance,109.43,Consulting,S125
05/09/2021,Education,Jami Mosque & Islamic Centre (Mapleshire) Trustees Limited,Equipment Purchase,186.34,Office Supplies,S434
06/09/2021,Education,Daniels Quality & Safety Ltd,Equipment Purchase,338.68,Travel Expenses,S137
06/09/2021,Community Services,Mazon Flooring Limited,Equipment Purchase,459.64,Travel Expenses,S387
06/09/2021,Infrastructure,Methodist Homes For The Aged,Project Management,475.2,Travel Expenses,S882
06/09/2021,Community Services,The Bigword Interpreting Svc Ltd,Equipment Purchase,241.55,Office Supplies,S182
06/09/2021,Housing,Car Hire (Day Of Swansea) Limited,Training,481.96,Utilities,S756
06/09/2021,Education,Rdential Ltd,Maintenance,248.71,Food & Drink Purchases,S351
06/09/2021,Infrastructure,Optimum Leadership Solutions Ltd,Equipment Purchase,307.32,Food & Drink Purchases,S169
06/09/2021,Education,The Tavistock & Portman NHS Foundation Trust,Training,435.85,Utilities,S455
07/09/2021,Community Services,TES Consultancy Ltd,Project Management,209.77,Utilities,S413
07/09/2021,Infrastructure,Mind’s Eye Therapeutic Services for schools,Training,339.23,Travel Expenses,S108
07/09/2021,Healthcare,Sports Planning Consultants Limited,Equipment Purchase,459.59,Travel Expenses,S924
07/09/2021,Healthcare,Bright Green Learning Ltd,Maintenance,255.17,Food & Drink Purchases,S429
07/09/2021,Community Services,Leasowes High School - Dudley Mbc,Project Management,426.34,Utilities,S204
07/09/2021,Education,Arden Services (UK) Ltd,Project Management,302.29,Office Supplies,S373
07/09/2021,Community Services,BNP Paribas Real Estate Ltd,Consultation,429.51,Consulting,S225
08/09/2021,Community Services,Capita Property & Infrastructure Limited,Equipment Purchase,423.1,Utilities,S616
08/09/2021,Community Services,City Demolition Contractrs(Bham)Ltd,Training,350.92,Office Supplies,S192
08/09/2021,Education,AK Manor Cars Ltd,Equipment Purchase,251.87,Travel Expenses,S368
08/09/2021,Community Services,Sharp IT Services (UK) Limited,Training,390.7,Consulting,S939
08/09/2021,Healthcare,Printworks Direct,Project Management,204.34,Consulting,S551
08/09/2021,Housing,Archives & Records Assoc (UK & Irel,Consultation,455.4,Travel Expenses,S736
08/09/2021,Healthcare,OM Interactive Limited,Equipment Purchase,337.0,Consulting,S231
08/09/2021,Community Services,Sparx Limited,Equipment Purchase,432.39,Utilities,S572
09/09/2021,Housing,Serenity Integrated Care Limited,Consultation,409.03,Travel Expenses,S234
09/09/2021,Infrastructure,Atlantic Europe Publishing Co Ltd,Maintenance,181.0,Food & Drink Purchases,S127
09/09/2021,Healthcare,Aman Care Limited,Project Management,452.76,Office Supplies,S857
09/09/2021,Healthcare,Gogna Sports,Maintenance,429.31,Food & Drink Purchases,S704
09/09/2021,Housing,Edge Training & Consultancy Ltd,Project Management,171.82,Office Supplies,S473
09/09/2021,Education,Bidvest Noonan (Uk) Ltd,Equipment Purchase,75.25,Consulting,S266
09/09/2021,Education,Discovery Education Europe Ltd,Equipment Purchase,231.21,Consulting,S419
09/09/2021,Education,Josh Jenner Ltd,Project Management,315.75,Food & Drink Purchases,S323
